,model_name,model_year,kms_driven,mileage,power,price,company,engine
756,KTM Duke,2013,21421.0,25.0,44.0,108000.0,KTM,390.0
757,KTM RC,2016,11600.0,26.0,42.3,162899.0,KTM,390.0
758,Royal Enfield,2018,11794.0,35.0,19.8,144200.0,Royal,350.0
759,Royal Enfield,2015,24000.0,40.0,19.8,112300.0,Royal,350.0
760,Royal Enfield,2018,25000.0,40.0,19.8,150000.0,Royal,350.0
761,Royal Enfield,2013,21500.0,35.0,19.8,95000.0,Royal,350.0
762,Royal Enfield,2020,1400.0,32.0,24.3,230600.0,Royal,410.0
763,Royal Enfield,2013,11000.0,32.0,27.2,88000.0,Royal,500.0
764,Royal Enfield,2017,12000.0,35.0,19.8,105000.0,Royal,350.0
765,Royal Enfield,2015,24000.0,40.0,19.8,115000.0,Royal,350.0
766,Royal Enfield,2017,7700.0,32.0,24.5,150000.0,Royal,410.0
767,Hero Passion,2004,32000.0,55.0,7.5,15000.0,Hero,100.0
768,Royal Enfield,2018,12000.0,40.0,19.8,120000.0,Royal,350.0
769,Royal Enfield,2017,12129.0,25.0,19.8,120000.0,Royal,350.0
770,Yamaha FZ25,2017,38000.0,43.0,20.3,95000.0,Yamaha,250.0
771,Bajaj Avenger,2013,45000.0,40.0,19.0,45000.0,Bajaj,220.0
772,Hero Passion,2018,17123.0,84.0,8.2,51500.0,Hero,100.0
773,Royal Enfield,2009,24900.0,35.0,19.8,60000.0,Royal,350.0
774,Royal Enfield,2017,47000.0,32.0,24.5,153400.0,Royal,410.0
775,Bajaj Avenger,2015,19000.0,40.0,19.0,47800.0,Bajaj,220.0
776,Bajaj Avenger,2015,18000.0,40.0,19.0,45000.0,Bajaj,220.0
777,Royal Enfield,2020,1736.0,35.0,19.1,180000.0,Royal,350.0
778,Bajaj Pulsar,2016,86000.0,38.0,21.0,60000.0,Bajaj,220.0
779,Bajaj Avenger,2015,16457.0,40.0,19.0,50000.0,Bajaj,220.0
780,Hero Splendor,2016,13000.0,55.0,9.3,20000.0,Hero,110.0
781,Yamaha YZF-R15,2013,30000.0,42.0,16.0,37200.0,Yamaha,150.0
782,Yamaha FZs,2015,41000.0,45.0,13.0,36550.0,Yamaha,150.0
783,Royal Enfield,2017,6900.0,35.0,19.8,150000.0,Royal,350.0
784,Royal Enfield,2020,2160.0,35.0,19.8,170000.0,Royal,350.0
785,Royal Enfield,2018,16000.0,32.0,24.5,175000.0,Royal,410.0
786,Hero Passion,2002,58000.0,55.0,7.5,3900.0,Hero,100.0
787,Royal Enfield,2012,21265.0,40.0,19.8,80000.0,Royal,350.0
788,Royal Enfield,2019,16800.0,35.0,19.8,145600.0,Royal,350.0
789,Royal Enfield,2010,2500.0,32.0,27.2,88000.0,Royal,500.0
790,Suzuki Gixxer,2017,33100.0,40.0,14.6,65000.0,Suzuki,150.0
791,Hero Splendor,2015,33000.0,81.0,8.2,35000.0,Hero,100.0
792,Royal Enfield,2013,45000.0,40.0,19.8,80000.0,Royal,350.0
793,KTM Duke,2018,18000.0,25.0,42.9,207100.0,KTM,390.0
794,KTM RC,2017,99000.0,26.0,42.3,93000.0,KTM,390.0
795,KTM RC,2019,95000.0,35.0,25.1,83000.0,KTM,200.0
796,KTM RC,2015,97000.0,26.0,43.0,76000.0,KTM,390.0
797,Hero Passion,2011,43000.0,5.0,8.2,20000.0,Hero,100.0
798,Royal Enfield,2017,14000.0,35.0,19.8,134823.0,Royal,350.0
799,Royal Enfield,2014,11000.0,40.0,19.8,90000.0,Royal,350.0
800,Royal Enfield,2015,30720.0,40.0,19.8,107000.0,Royal,350.0
801,Royal Enfield,2018,35000.0,35.0,19.8,147100.0,Royal,350.0
802,Mahindra Centuro,2015,28000.0,60.0,8.5,28000.0,Mahindra,110.0
803,KTM Duke,2014,98000.0,35.0,25.0,46000.0,KTM,200.0
804,Bajaj Pulsar,2016,22000.0,65.0,17.0,45000.0,Bajaj,180.0
805,Yamaha FZs,2008,45000.0,45.0,13.0,20000.0,Yamaha,150.0
806,Yamaha FZS,2019,14000.0,52.0,12.9,100000.0,Yamaha,150.0
807,Hero Passion,2010,25000.0,5.0,8.2,21000.0,Hero,100.0
808,Hero Passion,2009,22000.0,5.0,8.2,19000.0,Hero,100.0
809,Bajaj CT,2016,32604.0,89.0,8.1,29500.0,Bajaj,100.0
810,Bajaj V15,2017,17000.0,57.0,11.8,38000.0,Bajaj,150.0
811,Royal Enfield,2019,5800.0,40.0,19.8,177000.0,Royal,350.0
812,Bajaj Avenger,2005,50000.0,40.0,19.0,30000.0,Bajaj,180.0
813,Royal Enfield,2018,15917.0,40.0,19.8,101596.0,Royal,350.0
814,Royal Enfield,2016,24520.0,32.0,27.2,121700.0,Royal,500.0
815,Royal Enfield,2017,51000.0,32.0,27.2,135000.0,Royal,500.0
816,Yamaha YZF-R15,2017,14500.0,42.0,16.7,70000.0,Yamaha,150.0
817,Royal Enfield,2017,13000.0,40.0,19.8,115000.0,Royal,350.0
818,Royal Enfield,2014,20000.0,40.0,19.8,69999.0,Royal,350.0
819,KTM RC,2018,18000.0,26.0,42.3,200000.0,KTM,390.0
820,Hero Passion,2011,45000.0,5.0,8.2,19280.0,Hero,100.0
821,Honda CBR,2013,29461.0,38.0,18.28,45000.0,Honda,150.0
822,Royal Enfield,2019,35000.0,35.0,19.8,140000.0,Royal,350.0
823,Suzuki Gixxer,2018,15000.0,40.0,14.6,75900.0,Suzuki,150.0
824,Royal Enfield,2012,7000.0,25.0,27.2,70550.0,Royal,500.0
825,Yamaha FZs,2014,32370.0,45.0,13.0,44000.0,Yamaha,150.0
826,Royal Enfield,2013,10000.0,25.0,27.2,60000.0,Royal,500.0
827,Royal Enfield,2018,7000.0,35.0,19.8,132500.0,Royal,350.0
828,TVS Star,2008,35000.0,85.0,8.2,11000.0,TVS,110.0
829,Yamaha YZF-R15,2014,50000.0,42.0,16.0,57700.0,Yamaha,150.0
830,Royal Enfield,2012,33000.0,40.0,19.8,96900.0,Royal,350.0
831,KTM RC,2016,20000.0,26.0,42.3,125000.0,KTM,390.0
832,Royal Enfield,2016,32000.0,40.0,19.8,118700.0,Royal,350.0
833,Royal Enfield,2018,11820.0,35.0,27.2,158000.0,Royal,500.0
834,Royal Enfield,2019,23000.0,25.0,26.1,145000.0,Royal,500.0
835,Royal Enfield,2017,31000.0,40.0,19.8,127500.0,Royal,350.0
836,Hero Karizma,2010,39000.0,40.0,17.0,50000.0,Hero,223.0
837,Suzuki Gixxer,2018,30045.0,63.0,14.0,80000.0,Suzuki,150.0
838,KTM Duke,2013,22500.0,35.0,25.0,65000.0,KTM,200.0
839,Royal Enfield,2015,32000.0,35.0,19.8,90000.0,Royal,350.0
840,Yamaha YZF-R15,2014,45000.0,42.0,16.7,55000.0,Yamaha,150.0
841,Hero Passion,2018,17000.0,84.0,8.2,42000.0,Hero,100.0
842,Royal Enfield,2018,11000.0,32.0,27.2,160000.0,Royal,500.0
843,Royal Enfield,2017,16090.0,35.0,19.8,122400.0,Royal,350.0
844,Royal Enfield,2014,30665.0,40.0,19.8,112800.0,Royal,350.0
845,Royal Enfield,2018,36000.0,35.0,19.8,153000.0,Royal,350.0
846,Suzuki Gixxer,2019,30000.0,40.0,14.6,68800.0,Suzuki,150.0
847,Royal Enfield,2017,21000.0,25.0,27.2,156600.0,Royal,500.0
848,KTM Duke,2017,8000.0,35.0,24.6,121000.0,KTM,200.0
849,Royal Enfield,2017,30000.0,40.0,19.8,160000.0,Royal,350.0
850,Royal Enfield,2017,3600.0,35.0,19.8,149900.0,Royal,350.0
851,Royal Enfield,2008,50000.0,30.0,19.8,64200.0,Royal,350.0
852,Royal Enfield,2016,16500.0,40.0,19.8,105000.0,Royal,350.0
853,Royal Enfield,2017,7000.0,40.0,19.8,120000.0,Royal,350.0
854,Suzuki Gixxer,2019,9800.0,63.0,14.0,80000.0,Suzuki,150.0
855,Hero Passion,2019,6721.0,84.0,8.2,63000.0,Hero,100.0
856,Triumph Street,2019,8000.0,20.0,54.2,600000.0,Triumph,900.0
857,Royal Enfield,2016,16000.0,32.0,27.2,136400.0,Royal,500.0
858,Yamaha FZ25,2018,14800.0,43.0,20.3,105000.0,Yamaha,250.0
859,Royal Enfield,2016,21000.0,35.0,19.8,113300.0,Royal,350.0
860,Royal Enfield,2017,20000.0,35.0,19.8,133400.0,Royal,350.0
861,Royal Enfield,2017,27000.0,35.0,19.8,130000.0,Royal,350.0
862,Royal Enfield,2013,41000.0,35.0,19.8,103200.0,Royal,350.0
863,Royal Enfield,2014,26000.0,40.0,19.8,97500.0,Royal,350.0
864,Royal Enfield,2017,5000.0,35.0,19.8,141000.0,Royal,350.0
865,Royal Enfield,2013,31547.0,40.0,19.8,93500.0,Royal,350.0
866,Royal Enfield,2017,2500.0,26.0,29.1,150000.0,Royal,535.0
867,Yamaha YZF-R15,2009,35779.0,42.0,16.0,47000.0,Yamaha,150.0
868,Bajaj Pulsar,2016,24000.0,38.0,21.0,48750.0,Bajaj,220.0
869,Honda CB,2020,11037.0,60.0,10.59,50000.0,Honda,125.0
870,Hero Splendor,2018,13500.0,81.0,8.2,45000.0,Hero,100.0
871,Bajaj Pulsar,2016,48000.0,65.0,17.0,42000.0,Bajaj,180.0
872,Royal Enfield,2011,37000.0,35.0,19.8,97100.0,Royal,350.0
873,Hero Passion,2013,44000.0,5.0,8.2,37000.0,Hero,100.0
874,Royal Enfield,2018,7000.0,32.0,27.2,150000.0,Royal,500.0
875,Hero Passion,2019,100000.0,5.0,8.2,28500.0,Hero,100.0
876,Royal Enfield,2014,10100.0,32.0,27.2,93500.0,Royal,500.0
877,Yamaha FZS,2019,14500.0,52.0,12.9,82000.0,Yamaha,150.0
878,Bajaj Pulsar,2013,15000.0,65.0,15.0,30200.0,Bajaj,180.0
879,Hero Splendor,2016,3000.0,55.0,8.2,28000.0,Hero,100.0
880,Royal Enfield,2015,37000.0,40.0,19.8,115000.0,Royal,350.0
881,Royal Enfield,2013,25000.0,40.0,19.8,90000.0,Royal,350.0
882,KTM RC,2019,20000.0,35.0,25.1,165900.0,KTM,200.0
883,Royal Enfield,2005,45000.0,30.0,19.8,40000.0,Royal,350.0
884,Royal Enfield,2017,16000.0,35.0,19.8,118000.0,Royal,350.0
885,Hero Passion,2018,22000.0,84.0,8.2,47000.0,Hero,100.0
886,Royal Enfield,2007,48000.0,30.0,19.8,40000.0,Royal,350.0
887,Royal Enfield,2020,7200.0,35.0,19.1,190000.0,Royal,350.0
888,KTM Duke,2018,30000.0,35.0,24.6,125000.0,KTM,200.0
889,Yamaha YZF-R15,2013,20000.0,42.0,16.7,72000.0,Yamaha,150.0
890,Bajaj Pulsar,2019,95000.0,38.0,21.0,58700.0,Bajaj,220.0
891,Hero Passion,2019,4414.0,55.0,8.0,55000.0,Hero,110.0
892,Royal Enfield,2014,30000.0,40.0,19.8,97300.0,Royal,350.0
893,Royal Enfield,2011,40000.0,35.0,19.8,80000.0,Royal,350.0
894,Bajaj Pulsar,2017,36000.0,65.0,17.0,57300.0,Bajaj,180.0
895,Royal Enfield,2016,5000.0,40.0,19.8,100000.0,Royal,350.0
896,Royal Enfield,1991,68000.0,37.0,19.8,95000.0,Royal,350.0
897,Yamaha YZF-R15,2012,37000.0,42.0,16.0,39352.0,Yamaha,150.0
898,Bajaj V15,2017,28000.0,57.0,11.8,32000.0,Bajaj,150.0
899,KTM RC,2015,37000.0,26.0,43.0,98000.0,KTM,390.0
900,Bajaj Pulsar,2017,5900.0,38.0,21.0,69000.0,Bajaj,220.0
901,Hero Passion,2018,18000.0,5.0,8.2,47000.0,Hero,100.0
902,Bajaj Avenger,2018,1700.0,40.0,19.0,84000.0,Bajaj,220.0
903,Royal Enfield,2013,20000.0,35.0,19.8,97000.0,Royal,350.0
904,KTM RC,2017,12500.0,35.0,25.1,129687.0,KTM,200.0
905,KTM RC,2019,12000.0,35.0,25.1,181562.0,KTM,200.0
906,Bajaj V15,2017,26000.0,57.0,11.8,32000.0,Bajaj,150.0
907,Royal Enfield,2021,4500.0,35.0,19.1,228250.0,Royal,350.0
908,Bajaj V15,2017,24853.0,57.0,11.8,30144.0,Bajaj,150.0
909,TVS Sport,2016,18986.0,95.0,7.4,27000.0,TVS,100.0
910,Hero Splendor,2017,35000.0,55.0,9.3,35000.0,Hero,110.0
911,Yamaha YZF-R15,2014,30000.0,42.0,16.7,68000.0,Yamaha,150.0
912,Bajaj Pulsar,2010,53000.0,65.0,15.0,19000.0,Bajaj,180.0
913,Bajaj Pulsar,2011,5000.0,65.0,15.0,22100.0,Bajaj,180.0
914,Hero Splendor,2016,18500.0,55.0,9.3,33000.0,Hero,110.0
915,Yamaha FZs,2015,15000.0,45.0,13.0,48500.0,Yamaha,150.0
916,Yamaha FZs,2014,25000.0,45.0,13.0,38000.0,Yamaha,150.0
917,Bajaj V15,2017,38456.0,57.0,11.8,32250.0,Bajaj,150.0
918,Bajaj Pulsar,2020,85000.0,62.0,11.64,61000.0,Bajaj,125.0
919,Hero Xpulse,2020,9200.0,46.4,17.8,102000.0,Hero,200.0
920,Royal Enfield,2017,42000.0,35.0,19.8,135000.0,Royal,350.0
921,Suzuki Gixxer,2019,1100.0,63.0,14.0,125000.0,Suzuki,150.0
922,KTM Duke,2018,24000.0,25.0,42.9,205000.0,KTM,390.0
923,Suzuki Inazuma,2014,17500.0,30.0,24.0,140000.0,Suzuki,250.0
924,KTM Duke,2017,7500.0,35.0,24.6,127500.0,KTM,200.0
925,Bajaj Pulsar,2011,34000.0,38.0,21.0,30000.0,Bajaj,220.0
926,Bajaj Pulsar,2011,7000.0,65.0,15.0,24200.0,Bajaj,180.0
927,Royal Enfield,2018,9404.0,40.0,19.8,136000.0,Royal,350.0
928,Bajaj Platina,2018,9423.0,90.0,8.1,52000.0,Bajaj,100.0
929,Royal Enfield,2018,14000.0,35.0,19.8,156000.0,Royal,350.0
930,KTM Duke,2020,1900.0,25.0,42.9,277466.0,KTM,390.0
931,KTM RC,2018,95000.0,35.0,25.1,79000.0,KTM,200.0
932,Royal Enfield,2018,20100.0,32.0,27.2,145000.0,Royal,500.0
933,Royal Enfield,2014,44000.0,35.0,19.8,100000.0,Royal,350.0
934,Bajaj Pulsar,2014,50000.0,40.0,24.2,50000.0,Bajaj,200.0
935,Yamaha FZ25,2018,13000.0,43.0,20.3,128600.0,Yamaha,250.0
936,KTM Duke,2016,65000.0,35.0,24.6,54000.0,KTM,200.0
937,Bajaj CT,2006,11900.0,89.0,8.1,20000.0,Bajaj,100.0
938,Hero Super,2019,19000.0,75.0,9.0,56000.0,Hero,125.0
939,Royal Enfield,2018,24212.0,32.0,27.2,112546.0,Royal,500.0
940,Honda CBR,2013,28200.0,38.0,18.28,49000.0,Honda,150.0
941,Bajaj Pulsar,2016,27000.0,38.0,21.0,57100.0,Bajaj,220.0
942,Royal Enfield,2013,19060.0,32.0,27.2,85000.0,Royal,500.0
943,Royal Enfield,2020,1387.0,35.0,19.1,175000.0,Royal,350.0
944,Yamaha YZF-R15,2012,42000.0,42.0,16.7,56600.0,Yamaha,150.0
945,Royal Enfield,2018,25000.0,35.0,19.8,136300.0,Royal,350.0
946,Yamaha YZF-R15,2016,21000.0,42.0,16.7,85000.0,Yamaha,150.0
947,Royal Enfield,2016,13000.0,35.0,19.8,105000.0,Royal,350.0
948,Royal Enfield,2020,10150.0,32.0,24.3,201000.0,Royal,410.0
949,Hero Splendor,2015,33000.0,81.0,8.2,33000.0,Hero,100.0
950,Yamaha YZF-R3,2020,216.0,22.0,41.4,300000.0,Yamaha,320.0
951,Bajaj Pulsar,2019,78000.0,38.0,21.0,41000.0,Bajaj,220.0
952,Triumph Street,2016,32300.0,20.0,77.0,490000.0,Triumph,675.0
953,Yamaha YZF-R15,2020,1300.0,40.0,18.7,155000.0,Yamaha,150.0
954,Royal Enfield,2015,16200.0,35.0,19.8,115000.0,Royal,350.0
955,Hero Passion,2007,80000.0,55.0,7.5,20000.0,Hero,100.0
956,Royal Enfield,2017,11000.0,35.0,19.8,110000.0,Royal,350.0
957,Bajaj V15,2019,6909.0,57.0,11.8,46350.0,Bajaj,150.0
958,Hero Passion,2015,38000.0,84.0,8.2,47000.0,Hero,100.0
959,Hero HF,2014,31281.0,83.0,7.7,30600.0,Hero,100.0
960,Royal Enfield,2017,20000.0,35.0,19.8,119100.0,Royal,350.0
961,Honda CBR,2013,17000.0,38.0,18.28,45000.0,Honda,150.0
962,KTM RC,2020,98000.0,35.0,24.6,93000.0,KTM,200.0
963,Suzuki Gixxer,2017,8000.0,40.0,14.6,67000.0,Suzuki,150.0
964,Royal Enfield,2011,46668.0,40.0,19.8,84000.0,Royal,350.0
965,Bajaj Pulsar,2015,44000.0,45.0,17.0,32000.0,Bajaj,180.0
966,Royal Enfield‎,1990,30000.0,37.0,19.8,120000.0,Royal,350.0
967,Yamaha RX135,2000,45000.0,35.0,14.0,125000.0,Yamaha,135.0
968,Royal Enfield,2016,11786.0,25.0,19.8,85000.0,Royal,350.0
969,Hero Splendor,2016,12962.0,81.0,8.2,45000.0,Hero,100.0
970,KTM RC,2017,25000.0,26.0,42.3,189100.0,KTM,390.0
971,Yamaha YZF-R15,2013,48000.0,42.0,16.7,50000.0,Yamaha,150.0
972,KTM RC,2017,89000.0,26.0,42.3,94000.0,KTM,390.0
973,Bajaj Avenger,2013,18000.0,40.0,19.0,35000.0,Bajaj,220.0
974,Royal Enfield,2017,17000.0,35.0,19.8,138000.0,Royal,350.0
975,Royal Enfield,2020,12000.0,35.0,19.1,190000.0,Royal,350.0
976,Hero Passion,2017,23000.0,5.0,8.2,44000.0,Hero,100.0
977,Royal Enfield,2019,4192.0,32.0,27.2,210800.0,Royal,500.0
978,Hero Karizma,2013,48000.0,40.0,17.0,24800.0,Hero,223.0
979,Yamaha YZF-R15,2014,45000.0,42.0,16.0,65000.0,Yamaha,150.0
980,Bajaj Pulsar,2014,89000.0,38.0,21.0,35000.0,Bajaj,220.0
981,Suzuki Gixxer,2017,15600.0,63.0,14.0,62000.0,Suzuki,150.0
982,Royal Enfield,2018,7600.0,35.0,19.8,130000.0,Royal,350.0
983,Yamaha YZF-R3,2018,17800.0,22.0,41.4,290000.0,Yamaha,320.0
984,Royal Enfield,2014,26100.0,32.0,27.2,90950.0,Royal,500.0
985,Yamaha YZF-R3,2017,42000.0,22.0,41.4,200000.0,Yamaha,320.0
986,Kawasaki Ninja,2018,22500.0,21.0,67.2,433000.0,Kawasaki,650.0
987,Royal Enfield,2017,26877.0,35.0,19.8,110000.0,Royal,350.0
988,Royal Enfield,2017,7800.0,35.0,19.8,138500.0,Royal,350.0
989,Bajaj Avenger,2013,17200.0,40.0,19.0,34000.0,Bajaj,220.0
990,Yamaha FZs,2018,36867.0,45.0,13.0,85000.0,Yamaha,150.0
991,Hero Splendor,2017,31000.0,55.0,8.2,46000.0,Hero,100.0
992,Royal Enfield,2019,7000.0,35.0,19.8,141300.0,Royal,350.0
993,Royal Enfield,2015,18000.0,40.0,19.8,85000.0,Royal,350.0
994,Yamaha YZF-R15,2011,12000.0,42.0,16.0,48000.0,Yamaha,150.0
995,Royal Enfield,2017,10000.0,40.0,19.8,120000.0,Royal,350.0
996,KTM RC,2017,16000.0,35.0,25.1,125000.0,KTM,200.0
997,Royal Enfield,2016,17000.0,35.0,19.8,125000.0,Royal,350.0
998,Royal Enfield,2017,17000.0,35.0,19.8,139500.0,Royal,350.0
999,KTM RC,2014,13000.0,26.0,43.0,115000.0,KTM,390.0
1000,Yamaha YZF-R15,2013,26000.0,42.0,16.7,65000.0,Yamaha,150.0
1001,KTM Duke,2017,17000.0,35.0,24.6,125000.0,KTM,200.0
1002,Royal Enfield,2018,5000.0,35.0,19.8,138200.0,Royal,350.0
1003,Royal Enfield,2018,17225.0,40.0,19.8,126500.0,Royal,350.0
1004,Hero Super,2005,123.0,75.0,9.0,11250.0,Hero,125.0
1005,Royal Enfield,2013,21200.0,37.0,19.8,115000.0,Royal,350.0
1006,Yamaha FZs,2016,18000.0,45.0,13.0,48500.0,Yamaha,150.0
1007,Royal Enfield,2015,8000.0,40.0,19.8,160000.0,Royal,350.0
1008,Yamaha FZs,2009,8000.0,45.0,13.0,35000.0,Yamaha,150.0
1009,Bajaj Avenger,2016,41615.0,40.0,19.0,65000.0,Bajaj,220.0
1010,KTM RC,2018,8000.0,35.0,25.1,140000.0,KTM,200.0
1011,Royal Enfield,2015,31500.0,25.0,27.2,99000.0,Royal,500.0
1012,Royal Enfield,2016,31811.0,40.0,19.8,110000.0,Royal,350.0
1013,KTM RC,2015,104000.0,35.0,25.0,90000.0,KTM,200.0
1014,Royal Enfield,2015,5000.0,40.0,19.8,103800.0,Royal,350.0
1015,Hero Passion,2006,93000.0,55.0,7.5,17000.0,Hero,100.0
1016,Hero Splendor,2016,23915.0,65.0,7.0,50000.0,Hero,100.0
1017,Royal Enfield,2019,5966.0,35.0,19.8,181563.0,Royal,350.0
1018,Royal Enfield,2016,13000.0,35.0,19.8,181563.0,Royal,350.0
1019,Hero Karizma,2014,37000.0,40.0,17.0,35999.0,Hero,223.0
1020,KTM Duke,2016,19000.0,35.0,24.6,115000.0,KTM,200.0
1021,Hero Glamour,2020,9500.0,55.0,10.72,67500.0,Hero,125.0
1022,Royal Enfield,2018,18000.0,35.0,19.8,125000.0,Royal,350.0
1023,Royal Enfield,2015,26250.0,40.0,19.8,125000.0,Royal,350.0
1024,Hero Passion,2010,17900.0,5.0,8.2,21000.0,Hero,100.0
1025,Royal Enfield,2008,44000.0,30.0,19.8,65000.0,Royal,350.0
1026,Yamaha YZF-R15,2011,18550.0,42.0,16.7,44800.0,Yamaha,150.0
1027,Royal Enfield,2019,27000.0,35.0,19.8,175000.0,Royal,350.0
1028,Royal Enfield,2015,26060.0,32.0,27.2,100000.0,Royal,500.0
1029,Royal Enfield,2019,18800.0,32.0,27.2,190000.0,Royal,500.0
1030,Bajaj Avenger,2015,34500.0,40.0,19.0,70000.0,Bajaj,220.0
1031,Royal Enfield,2019,3000.0,35.0,27.2,193193.0,Royal,500.0
1032,Royal Enfield,2014,60000.0,40.0,19.8,90000.0,Royal,350.0
1033,Yamaha FZs,2013,32200.0,45.0,13.0,33200.0,Yamaha,150.0
1034,Yamaha YZF-R15,2014,18000.0,42.0,16.7,57541.0,Yamaha,150.0
1035,Royal Enfield,2015,65000.0,35.0,19.8,110000.0,Royal,350.0
1036,Royal Enfield,2015,24000.0,35.0,19.8,120500.0,Royal,350.0
1037,Royal Enfield,2020,9200.0,35.0,19.1,179000.0,Royal,350.0
1038,Hero CD,2010,80000.0,65.0,7.7,24999.0,Hero,100.0
1039,Royal Enfield,2015,15000.0,40.0,19.8,100000.0,Royal,350.0
1040,KTM Duke,2017,30000.0,35.0,24.6,105000.0,KTM,200.0
1041,Royal Enfield,2019,20000.0,35.0,19.8,165000.0,Royal,350.0
1042,Royal Enfield,2015,31000.0,35.0,19.8,140000.0,Royal,350.0
1043,TVS Sport,2014,43808.0,95.0,7.4,18000.0,TVS,100.0
1044,Royal Enfield,2015,10000.0,26.0,29.1,88057.0,Royal,535.0
1045,KTM Duke,2014,33000.0,25.0,44.0,60000.0,KTM,390.0
1046,Hero Super,2015,37000.0,75.0,9.0,33200.0,Hero,125.0
1047,Hero Super,2006,70884.0,75.0,9.0,20000.0,Hero,125.0
1048,KTM RC,2018,9500.0,35.0,25.1,120000.0,KTM,200.0
1049,Royal Enfield,2017,12177.0,32.0,27.2,127500.0,Royal,500.0
1050,Royal Enfield,2015,14000.0,40.0,19.8,90000.0,Royal,350.0
1051,Royal Enfield,2016,21900.0,32.0,24.5,110000.0,Royal,410.0
1052,Honda CBR,2013,18950.0,38.0,18.28,55000.0,Honda,150.0
1053,Royal Enfield,2006,26000.0,30.0,19.8,70000.0,Royal,350.0
1054,Hero Splendor,2018,7400.0,81.0,8.2,41900.0,Hero,100.0
1055,Bajaj CT,2017,36000.0,89.0,8.1,25000.0,Bajaj,100.0
1056,Royal Enfield,2015,28395.0,40.0,19.8,102000.0,Royal,350.0
1057,Suzuki Gixxer,2021,900.0,40.0,14.6,123100.0,Suzuki,150.0
1058,Royal Enfield,2018,46000.0,35.0,19.8,160000.0,Royal,350.0
1059,Hero Splendor,2013,30000.0,81.0,8.2,34874.0,Hero,100.0
1060,Royal Enfield,2015,33000.0,32.0,27.2,132100.0,Royal,500.0
1061,Triumph Street,2018,22000.0,20.0,54.2,580000.0,Triumph,900.0
1062,TVS Star,2016,20000.0,95.0,7.4,20100.0,TVS,100.0
1063,Royal Enfield,2015,25350.0,35.0,19.8,103900.0,Royal,350.0
1064,Bajaj Pulsar,2014,38000.0,38.0,21.0,38000.0,Bajaj,220.0
1065,Royal Enfield,2012,22000.0,40.0,19.8,80000.0,Royal,350.0
1066,Royal Enfield,2017,12000.0,35.0,19.8,141290.0,Royal,350.0
1067,Royal Enfield,2015,15000.0,35.0,19.8,122883.0,Royal,350.0
1068,Hero HF,2020,1000.0,55.0,7.91,63500.0,Hero,100.0
1069,Royal Enfield,2016,15000.0,32.0,24.5,120000.0,Royal,410.0
1070,Hero Passion,2015,27800.0,84.0,8.2,47000.0,Hero,100.0
1071,Royal Enfield,2016,27600.0,35.0,19.8,112600.0,Royal,350.0
1072,Royal Enfield,2011,35000.0,40.0,19.8,50000.0,Royal,350.0
1073,Honda Dream,2015,31000.0,84.0,8.0,33000.0,Honda,110.0
1074,Suzuki Gixxer,2017,19979.0,40.0,14.6,75000.0,Suzuki,150.0
1075,Suzuki Gixxer,2019,10000.0,40.0,14.6,98000.0,Suzuki,150.0
1076,Hero Splendor,2015,26000.0,81.0,8.2,30500.0,Hero,100.0
1077,Royal Enfield,2018,10115.0,35.0,19.8,167000.0,Royal,350.0
1078,Bajaj V15,2017,19400.0,57.0,11.8,38000.0,Bajaj,150.0
1079,Hero Splendor,2014,27000.0,81.0,8.2,35880.0,Hero,100.0
1080,Hero Splendor,2017,27000.0,81.0,8.2,45000.0,Hero,100.0
1081,Hero Hunk,2009,20000.0,53.0,14.0,28000.0,Hero,150.0
1082,Bajaj Pulsar,2015,17000.0,38.0,21.0,50000.0,Bajaj,220.0
1083,Hero Passion,2009,22500.0,55.0,7.5,20000.0,Hero,100.0
1084,Royal Enfield,2014,19500.0,32.0,27.2,120000.0,Royal,500.0
1085,Hero Passion,2009,49660.0,5.0,8.2,18600.0,Hero,100.0
1086,Royal Enfield,2015,25000.0,35.0,19.8,112000.0,Royal,350.0
1087,KTM RC,2018,10000.0,35.0,25.1,160700.0,KTM,200.0
1088,Hero Glamour,2017,17200.0,55.0,9.0,33000.0,Hero,125.0
1089,Hero Passion,2006,49000.0,55.0,7.5,10669.0,Hero,100.0
1090,Royal Enfield,2013,14250.0,40.0,19.8,81200.0,Royal,350.0
1091,Bajaj Pulsar,2014,12700.0,40.0,24.2,45900.0,Bajaj,200.0
1092,Royal Enfield,2013,45000.0,40.0,19.8,70000.0,Royal,350.0
1093,Royal Enfield,2014,30000.0,37.0,19.0,78000.0,Royal,350.0
1094,Royal Enfield,2010,50000.0,40.0,19.8,65900.0,Royal,350.0
1095,Royal Enfield,2009,36324.0,30.0,19.8,49834.0,Royal,350.0
1096,Suzuki Gixxer,2019,14100.0,63.0,14.0,74700.0,Suzuki,150.0
1097,Royal Enfield,2018,25050.0,32.0,27.2,135000.0,Royal,500.0
1098,Bajaj Pulsar,2009,65000.0,38.0,21.0,18400.0,Bajaj,220.0
1099,Bajaj Avenger,2013,10000.0,40.0,19.0,33600.0,Bajaj,220.0
1100,Royal Enfield,2017,9800.0,35.0,19.8,110000.0,Royal,350.0
1101,Royal Enfield,2017,11000.0,35.0,19.8,119900.0,Royal,350.0
1102,Royal Enfield,2018,14000.0,32.0,27.2,160000.0,Royal,500.0
