,model_name,model_year,kms_driven,mileage,power,price,company,engine
1855,Royal Enfield,2012,65000.0,40.0,19.8,800000.0,Royal,350.0
1856,Royal Enfield,2017,14500.0,40.0,19.8,93750.0,Royal,350.0
1857,KTM Duke,2017,40000.0,35.0,24.6,130000.0,KTM,200.0
1858,Yamaha FZs,2013,28592.0,45.0,13.0,41500.0,Yamaha,150.0
1859,KTM RC,2016,25997.0,35.0,25.1,120000.0,KTM,200.0
1860,Hero Passion,2007,70000.0,55.0,7.5,13500.0,Hero,100.0
1861,KTM RC,2019,9000.0,35.0,25.1,190000.0,KTM,200.0
1862,Bajaj Avenger,2014,15000.0,40.0,19.0,52000.0,Bajaj,220.0
1863,Yamaha FZS-FI,2021,5000.0,58.0,12.2,120000.0,Yamaha,150.0
1864,Royal Enfield,2016,3500.0,35.0,19.8,105000.0,Royal,350.0
1865,Yamaha FZ25,2017,14411.0,43.0,20.3,80000.0,Yamaha,250.0
1866,Royal Enfield,2017,14000.0,35.0,19.8,114700.0,Royal,350.0
1867,Royal Enfield,2018,2242.0,35.0,19.8,190550.0,Royal,350.0
1868,Yamaha FZ25,2020,2500.0,43.0,20.3,146000.0,Yamaha,250.0
1869,Yamaha FZs,2010,52000.0,45.0,13.0,30000.0,Yamaha,150.0
1870,Bajaj Pulsar,2021,620.0,62.0,11.64,88000.0,Bajaj,125.0
1871,Royal Enfield,2018,17500.0,40.0,19.8,139000.0,Royal,350.0
1872,Hero Passion,2007,35000.0,55.0,7.5,16333.0,Hero,100.0
1873,Suzuki Gixxer,2019,12000.0,63.0,14.0,78500.0,Suzuki,150.0
1874,Suzuki Gixxer,2015,40000.0,63.0,14.0,39400.0,Suzuki,150.0
1875,Bajaj Pulsar,2014,69000.0,40.0,24.2,53728.0,Bajaj,200.0
1876,Bajaj Avenger,2014,20664.0,40.0,19.0,35000.0,Bajaj,220.0
1877,Suzuki Gixxer,2019,10000.0,63.0,14.0,70000.0,Suzuki,150.0
1878,KTM RC,2017,22732.0,26.0,42.3,160000.0,KTM,390.0
1879,Royal Enfield,2014,13000.0,26.0,29.1,125000.0,Royal,535.0
1880,Hero Xtreme,2016,23000.0,50.0,14.2,40000.0,Hero,150.0
1881,Bajaj V15,2016,23000.0,57.0,11.8,30000.0,Bajaj,150.0
1882,Royal Enfield,2008,37000.0,30.0,19.8,63700.0,Royal,350.0
1883,Bajaj Pulsar,2014,65000.0,45.0,17.0,38000.0,Bajaj,180.0
1884,Bajaj Avenger,2014,23500.0,40.0,19.0,45100.0,Bajaj,220.0
1885,Hero Passion,2016,24000.0,5.0,8.2,38000.0,Hero,100.0
1886,Hero Passion,2006,44375.0,55.0,7.5,16000.0,Hero,100.0
1887,Hero Glamour,2012,55786.0,55.0,8.9,40580.0,Hero,125.0
1888,Royal Enfield,2017,2500.0,26.0,29.1,155000.0,Royal,535.0
1889,Yamaha YZF-R15,2014,57000.0,42.0,16.7,75000.0,Yamaha,150.0
1890,Royal Enfield,2015,12000.0,32.0,27.2,120000.0,Royal,500.0
1891,Royal Enfield,2019,8000.0,32.0,27.2,210500.0,Royal,500.0
1892,Bajaj Avenger,2012,19000.0,40.0,19.0,22125.0,Bajaj,220.0
1893,Royal Enfield,2014,6300.0,26.0,29.1,115051.0,Royal,535.0
1894,Bajaj Avenger,2012,64000.0,40.0,19.0,55000.0,Bajaj,220.0
1895,Royal Enfield,2015,31000.0,40.0,19.8,105000.0,Royal,350.0
1896,Yamaha FZs,2019,24000.0,45.0,13.0,101675.0,Yamaha,150.0
1897,Suzuki Gixxer,2017,48500.0,63.0,14.0,48000.0,Suzuki,150.0
1898,KTM Duke,2014,11000.0,35.0,25.0,99999.0,KTM,200.0
1899,KTM RC,2019,20990.0,35.0,25.1,175000.0,KTM,200.0
1900,Royal Enfield,2018,12000.0,35.0,19.8,149000.0,Royal,350.0
1901,Royal Enfield,2019,6000.0,40.0,19.8,150000.0,Royal,350.0
1902,Hero Hunk,2009,55000.0,53.0,14.0,20000.0,Hero,150.0
1903,Honda Dream,2015,29000.0,84.0,8.0,38000.0,Honda,110.0
1904,Suzuki Gixxer,2016,13500.0,63.0,14.0,50000.0,Suzuki,150.0
1905,Royal Enfield,2015,38097.0,32.0,27.2,110000.0,Royal,500.0
1906,Royal Enfield,2017,13500.0,40.0,19.8,100000.0,Royal,350.0
1907,Royal Enfield,2018,26000.0,32.0,24.5,165300.0,Royal,410.0
1908,Hero Splendor,2020,11000.0,55.0,7.91,61200.0,Hero,100.0
1909,Royal Enfield,2016,27548.0,25.0,27.2,146000.0,Royal,500.0
1910,Hero Splendor,1999,173340.0,45.0,7.44,14000.0,Hero,100.0
1911,Royal Enfield,2020,7800.0,35.0,19.1,200000.0,Royal,350.0
1912,Royal Enfield,2011,47000.0,35.0,19.8,90000.0,Royal,350.0
1913,Royal Enfield,2018,18000.0,35.0,19.8,155625.0,Royal,350.0
1914,KTM Duke,2020,7000.0,35.0,24.6,186750.0,KTM,200.0
1915,Royal Enfield,2019,10000.0,35.0,19.8,181562.0,Royal,350.0
1916,KTM RC,2018,9000.0,35.0,25.1,155625.0,KTM,200.0
1917,Royal Enfield,2017,33000.0,35.0,19.8,145250.0,Royal,350.0
1918,Royal Enfield,2009,10000.0,30.0,19.8,102712.0,Royal,350.0
1919,Royal Enfield,2019,10000.0,35.0,19.8,186750.0,Royal,350.0
1920,Yamaha YZF-R3,2016,11000.0,22.0,41.4,259375.0,Yamaha,320.0
1921,Royal Enfield,2019,7500.0,35.0,19.8,186750.0,Royal,350.0
1922,Royal Enfield,2018,6000.0,35.0,19.8,166000.0,Royal,350.0
1923,KTM Duke,2019,13000.0,35.0,24.6,166000.0,KTM,200.0
1924,Royal Enfield,2019,11000.0,35.0,19.8,186750.0,Royal,350.0
1925,Royal Enfield,2019,3000.0,40.0,19.8,186750.0,Royal,350.0
1926,Royal Enfield,2018,17000.0,35.0,19.8,166000.0,Royal,350.0
1927,Royal Enfield,2021,6600.0,32.0,24.3,233437.0,Royal,410.0
1928,KTM Duke,2019,11000.0,35.0,24.6,155625.0,KTM,200.0
1929,TVS Star,2018,14680.0,85.0,8.2,52000.0,TVS,110.0
1930,Hero Splendor,2012,21298.0,81.0,8.2,37000.0,Hero,100.0
1931,Kawasaki Ninja,2015,10000.0,21.0,67.2,300875.0,Kawasaki,650.0
1932,Royal Enfield,2010,35600.0,35.0,19.8,78700.0,Royal,350.0
1933,Suzuki Gixxer,2015,45000.0,40.0,14.6,42000.0,Suzuki,150.0
1934,Kawasaki Ninja,2016,9000.0,25.0,39.0,233437.0,Kawasaki,300.0
1935,KTM Duke,2020,5000.0,35.0,24.6,186750.0,KTM,200.0
1936,KTM RC,2015,19000.0,26.0,43.0,145000.0,KTM,390.0
1937,Bajaj CT,2006,40000.0,89.0,8.1,10500.0,Bajaj,100.0
1938,Yamaha RX,1993,7000.0,40.0,11.0,60000.0,Yamaha,100.0
1939,Suzuki Gixxer,2018,14000.0,63.0,14.0,95000.0,Suzuki,150.0
1940,Royal Enfield,2015,11000.0,40.0,19.8,102200.0,Royal,350.0
1941,Royal Enfield,2018,9900.0,35.0,19.8,130500.0,Royal,350.0
1942,Hero Splendor,2010,15500.0,81.0,8.2,24000.0,Hero,100.0
1943,Suzuki Gixxer,2016,34000.0,40.0,14.6,60000.0,Suzuki,150.0
1944,Yamaha YZF-R15,2015,8855.0,42.0,16.7,80300.0,Yamaha,150.0
1945,Yamaha YZF-R15,2018,1200.0,42.0,16.7,85000.0,Yamaha,150.0
1946,Hero Karizma,2015,11045.0,40.0,17.0,31300.0,Hero,223.0
1947,Yamaha RX135,2000,925.0,35.0,12.0,105000.0,Yamaha,135.0
1948,Hero Karizma,2014,12000.0,40.0,17.0,40000.0,Hero,223.0
1949,Royal Enfield,2016,2000.0,32.0,24.5,147500.0,Royal,410.0
1950,Yamaha YZF-R15,2017,1200.0,42.0,16.7,95000.0,Yamaha,150.0
1951,Suzuki Gixxer,2016,18500.0,40.0,14.6,60000.0,Suzuki,150.0
1952,Yamaha FZs,2016,38000.0,45.0,13.0,60000.0,Yamaha,150.0
1953,KTM Duke,2019,11000.0,35.0,24.6,165000.0,KTM,200.0
1954,Hero Super,2014,39000.0,75.0,9.0,32000.0,Hero,125.0
1955,Bajaj V15,2016,22993.0,57.0,11.8,35000.0,Bajaj,150.0
1956,Hero Splendor,2016,22000.0,55.0,9.3,37000.0,Hero,110.0
1957,Hero Passion,2018,17296.0,5.0,8.2,50000.0,Hero,100.0
1958,TVS Star,2014,16000.0,85.0,8.2,28000.0,TVS,110.0
1959,Yamaha YZF-R15,2017,16300.0,42.0,16.0,67500.0,Yamaha,150.0
1960,Royal Enfield,2020,1400.0,35.0,19.1,197125.0,Royal,350.0
1961,Royal Enfield,2019,3600.0,35.0,19.8,197125.0,Royal,350.0
1962,Royal Enfield,2019,8800.0,35.0,19.8,197125.0,Royal,350.0
1963,Bajaj Avenger,2013,45000.0,40.0,19.0,35000.0,Bajaj,220.0
1964,Bajaj V15,2018,26000.0,57.0,11.8,31125.0,Bajaj,150.0
1965,Royal Enfield,2018,16000.0,35.0,19.8,121500.0,Royal,350.0
1966,Royal Enfield,2018,13400.0,35.0,19.8,135000.0,Royal,350.0
1967,Hero Karizma,2009,70000.0,40.0,17.0,60000.0,Hero,223.0
1968,Royal Enfield,2009,22000.0,35.0,19.8,80000.0,Royal,350.0
1969,KTM RC,2017,9000.0,26.0,42.3,150000.0,KTM,390.0
1970,Bajaj V15,2017,14000.0,57.0,11.8,37000.0,Bajaj,150.0
1971,TVS Star,2018,22112.0,85.0,8.2,40000.0,TVS,110.0
1972,Royal Enfield,2017,10000.0,40.0,19.8,100000.0,Royal,350.0
1973,Yamaha YZF-R15,2010,20000.0,42.0,16.0,35000.0,Yamaha,150.0
1974,Royal Enfield,2015,15900.0,35.0,19.8,118000.0,Royal,350.0
1975,Royal Enfield,2019,10388.0,35.0,19.8,160000.0,Royal,350.0
1976,Royal Enfield,2013,24000.0,40.0,19.8,95000.0,Royal,350.0
1977,KTM Duke,2018,8500.0,25.0,42.9,220000.0,KTM,390.0
1978,Yamaha YZF-R15,2014,33000.0,42.0,16.7,70000.0,Yamaha,150.0
1979,Royal Enfield,2014,72000.0,40.0,19.8,80000.0,Royal,350.0
1980,Hero Hunk,2013,40900.0,53.0,14.0,35000.0,Hero,150.0
1981,Bajaj Avenger,2009,50000.0,53.0,19.0,12000.0,Bajaj,200.0
1982,Bajaj Avenger,2013,40000.0,40.0,19.0,29025.0,Bajaj,220.0
1983,Royal Enfield,2012,64400.0,40.0,19.8,50000.0,Royal,350.0
1984,Royal Enfield,2017,20000.0,35.0,19.8,106000.0,Royal,350.0
1985,Royal Enfield,2017,800.0,35.0,27.2,132100.0,Royal,500.0
1986,KTM Duke,2018,9800.0,35.0,24.6,149900.0,KTM,200.0
1987,Yamaha YZF-R15,2017,12700.0,42.0,16.7,84800.0,Yamaha,150.0
1988,Royal Enfield,2017,23000.0,25.0,19.8,115000.0,Royal,350.0
1989,TVS Sport,2019,40000.0,95.0,7.4,41000.0,TVS,100.0
1990,Royal Enfield,2018,8000.0,35.0,19.8,130000.0,Royal,350.0
1991,Bajaj Pulsar,2015,39000.0,38.0,21.0,65000.0,Bajaj,220.0
1992,Yamaha SZ-RR,2018,15000.0,55.0,12.0,65000.0,Yamaha,150.0
1993,Bajaj Avenger,2014,18060.0,40.0,19.0,53950.0,Bajaj,220.0
1994,Royal Enfield,2014,48500.0,40.0,19.8,64100.0,Royal,350.0
1995,Hero Karizma,2011,45000.0,40.0,17.0,24000.0,Hero,223.0
1996,Hero Karizma,2008,32000.0,40.0,17.0,16300.0,Hero,223.0
1997,Hero Splendor,2019,6300.0,55.0,8.2,68000.0,Hero,100.0
1998,KTM Duke,2018,6900.0,25.0,42.9,190100.0,KTM,390.0
1999,Royal Enfield,2015,6200.0,26.0,29.1,125000.0,Royal,535.0
2000,Hero Passion,2009,45000.0,5.0,8.2,24304.0,Hero,100.0
2001,Bajaj Avenger,2017,14800.0,40.0,19.0,76000.0,Bajaj,220.0
2002,Royal Enfield,2018,9600.0,32.0,24.5,155625.0,Royal,410.0
2003,Bajaj Pulsar,2015,50000.0,45.0,17.0,52499.0,Bajaj,180.0
2004,Honda CB,2014,30153.0,60.0,14.0,37500.0,Honda,150.0
2005,KTM Duke,2020,18000.0,25.0,42.9,150000.0,KTM,390.0
2006,KTM RC,2020,6000.0,35.0,25.1,198000.0,KTM,200.0
2007,KTM Duke,2018,4000.0,25.0,42.9,207500.0,KTM,390.0
2008,Yamaha FZs,2013,47000.0,45.0,13.0,35000.0,Yamaha,150.0
2009,Bajaj V15,2016,7000.0,57.0,11.8,25500.0,Bajaj,150.0
2010,Royal Enfield,2014,75000.0,40.0,19.8,65000.0,Royal,350.0
2011,Suzuki Gixxer,2018,2400.0,63.0,14.0,66000.0,Suzuki,150.0
2012,Hero Passion,2019,1600.0,5.0,8.2,78000.0,Hero,100.0
2013,Royal Enfield,2017,11000.0,26.0,29.1,122550.0,Royal,535.0
2014,Royal Enfield,2016,29500.0,35.0,19.8,117600.0,Royal,350.0
2015,Royal Enfield,2021,1135.0,35.0,19.1,192000.0,Royal,350.0
2016,Royal Enfield,2015,30000.0,40.0,19.8,60000.0,Royal,350.0
2017,Royal Enfield,2010,40000.0,35.0,19.8,53775.0,Royal,350.0
2018,Royal Enfield,2018,13000.0,25.0,26.1,160000.0,Royal,500.0
2019,Yamaha YZF-R15,2015,53000.0,42.0,16.0,62600.0,Yamaha,150.0
2020,Yamaha FZs,2019,21709.0,45.0,13.0,70000.0,Yamaha,150.0
2021,Royal Enfield,2015,58530.0,35.0,19.8,110000.0,Royal,350.0
2022,Royal Enfield,2020,5059.0,35.0,19.1,184400.0,Royal,350.0
2023,Bajaj V12,2017,55000.0,57.0,12.0,40000.0,Bajaj,125.0
2024,Hero Splendor,2015,24000.0,55.0,8.1,30000.0,Hero,100.0
2025,Hero Hunk,2013,45000.0,53.0,14.0,35000.0,Hero,150.0
2026,Royal Enfield,2015,15000.0,25.0,27.2,102075.0,Royal,500.0
2027,TVS Star,2013,30000.0,85.0,8.2,24000.0,TVS,110.0
2028,Bajaj Pulsar,2014,20000.0,45.0,17.0,28000.0,Bajaj,180.0
2029,Hero Xtreme,2014,10000.0,50.0,14.2,30000.0,Hero,150.0
2030,Hero Splendor,2016,24000.0,55.0,9.3,38000.0,Hero,110.0
2031,Royal Enfield,2021,1035.0,35.0,19.1,190000.0,Royal,350.0
2032,Royal Enfield,2015,30000.0,35.0,19.8,114125.0,Royal,350.0
2033,Bajaj Pulsar,2009,28000.0,65.0,15.0,18000.0,Bajaj,180.0
2034,Yamaha YZF-R15,2017,25000.0,42.0,16.0,67000.0,Yamaha,150.0
2035,Hero Hunk,2009,53000.0,53.0,14.0,22000.0,Hero,150.0
2036,Kawasaki Ninja,2017,14000.0,21.0,67.2,363125.0,Kawasaki,650.0
2037,Royal Enfield,2014,7800.0,35.0,19.8,87000.0,Royal,350.0
2038,KTM Duke,2017,12000.0,25.0,42.9,165147.0,KTM,390.0
2039,Royal Enfield,2020,9000.0,32.0,24.5,165000.0,Royal,410.0
2040,KTM Duke,2017,18000.0,35.0,24.6,100700.0,KTM,200.0
2041,Bajaj Pulsar,2012,36000.0,38.0,21.0,35000.0,Bajaj,220.0
2042,Royal Enfield,2020,5000.0,35.0,19.1,185000.0,Royal,350.0
2043,Royal Enfield,2004,48000.0,30.0,19.8,50000.0,Royal,350.0
2044,Bajaj Pulsar,2013,50000.0,65.0,15.0,27000.0,Bajaj,180.0
2045,Royal Enfield,2018,21000.0,35.0,19.8,135000.0,Royal,350.0
2046,Royal Enfield,2003,67872.0,30.0,19.8,39999.0,Royal,350.0
2047,Hero Super,2006,19000.0,75.0,9.0,16500.0,Hero,125.0
2048,Yamaha FZs,2014,40000.0,45.0,13.0,30000.0,Yamaha,150.0
2049,Hero Hunk,2014,35700.0,53.0,14.0,22000.0,Hero,150.0
2050,Royal Enfield,2012,16000.0,32.0,27.2,89500.0,Royal,500.0
2051,Hero Passion,2008,31203.0,55.0,7.5,27500.0,Hero,100.0
2052,Hero Karizma,2011,47000.0,48.0,20.0,25000.0,Hero,223.0
2053,Kawasaki ER-6n,2016,23500.0,17.0,71.0,315000.0,Kawasaki,650.0
2054,Bajaj Avenger,2017,33000.0,40.0,19.0,65533.0,Bajaj,220.0
2055,Hero HF,2009,23711.0,83.0,7.7,28000.0,Hero,100.0
2056,KTM RC,2018,11000.0,35.0,25.1,160000.0,KTM,200.0
2057,Royal Enfield,2016,27500.0,32.0,24.5,110000.0,Royal,410.0
2058,Royal Enfield,2016,11000.0,40.0,19.8,125000.0,Royal,350.0
2059,Honda VT1300CX,2013,17000.0,20.3,57.0,850000.0,Honda,1300.0
2060,Royal Enfield,2015,18980.0,32.0,27.2,140000.0,Royal,500.0
2061,Royal Enfield,2019,10000.0,35.0,19.8,175000.0,Royal,350.0
2062,Triumph Bonneville,2018,6500.0,29.0,76.0,830000.0,Triumph,1200.0
2063,Hero Splendor,2010,15000.0,81.0,8.2,22540.0,Hero,100.0
2064,Bajaj Pulsar,2014,21000.0,45.0,17.0,42000.0,Bajaj,180.0
2065,Yamaha FZs,2015,26000.0,45.0,13.0,49999.0,Yamaha,150.0
2066,Yamaha FZs,2019,14900.0,45.0,13.0,82000.0,Yamaha,150.0
2067,Royal Enfield,2014,23000.0,26.0,29.1,165000.0,Royal,535.0
2068,Yamaha FZs,2017,31027.0,45.0,13.0,85000.0,Yamaha,150.0
2069,Yamaha YBR,2014,42000.0,55.0,7.6,17000.0,Yamaha,110.0
2070,Hero CD,2011,28000.0,65.0,7.7,28000.0,Hero,100.0
2071,Yamaha FZs,2015,31000.0,45.0,13.0,49900.0,Yamaha,150.0
2072,Kawasaki Ninja,2016,26500.0,21.0,67.2,330000.0,Kawasaki,650.0
2073,Honda CBR,2013,16000.0,38.0,18.28,60000.0,Honda,150.0
2074,Royal Enfield,2020,500.0,35.0,19.1,200000.0,Royal,350.0
2075,Hero Splendor,2017,23000.0,55.0,9.3,38000.0,Hero,110.0
2076,Bajaj V15,2017,26000.0,57.0,11.8,37000.0,Bajaj,150.0
2077,Honda CBR,2014,24000.0,38.0,18.28,55000.0,Honda,150.0
2078,Hero Xpulse,2020,800.0,46.4,17.8,128000.0,Hero,200.0
2079,Royal Enfield,2015,2300.0,25.0,27.2,133800.0,Royal,500.0
2080,Royal Enfield,2016,12000.0,35.0,19.8,125000.0,Royal,350.0
2081,Royal Enfield,2014,15000.0,35.0,19.8,95000.0,Royal,350.0
2082,Royal Enfield,2000,550000.0,37.0,19.8,105000.0,Royal,350.0
2083,Suzuki Gixxer,2019,11330.0,63.0,14.0,100000.0,Suzuki,150.0
2084,Royal Enfield,2016,31520.0,35.0,19.8,120000.0,Royal,350.0
2085,Hero Karizma,2015,15000.0,48.0,20.0,37389.0,Hero,223.0
2086,Royal Enfield,2015,40822.0,40.0,19.8,90001.0,Royal,350.0
2087,TVS Sport,2015,36000.0,95.0,7.4,35000.0,TVS,100.0
2088,Triumph Speed,2016,30000.0,17.0,133.0,630000.0,Triumph,1050.0
2089,Royal Enfield,2016,22200.0,40.0,19.8,125000.0,Royal,350.0
2090,Bajaj Avenger,2016,18000.0,40.0,19.0,70000.0,Bajaj,220.0
2091,TVS Radeon,2020,15000.0,63.97,8.0,60000.0,TVS,110.0
2092,Royal Enfield,2018,18000.0,40.0,19.8,105000.0,Royal,350.0
2093,Royal Enfield,2013,10000.0,32.0,27.2,110000.0,Royal,500.0
2094,Royal Enfield,2007,41000.0,30.0,19.8,62000.0,Royal,350.0
2095,Royal Enfield,2011,15000.0,35.0,19.8,92000.0,Royal,350.0
2096,Royal Enfield,2012,5000.0,40.0,19.8,82000.0,Royal,350.0
2097,KTM Duke,2013,18000.0,35.0,25.0,85000.0,KTM,200.0
2098,Royal Enfield,2015,2675.0,40.0,19.8,130000.0,Royal,350.0
2099,Royal Enfield,2013,13000.0,32.0,27.2,104000.0,Royal,500.0
2100,Royal Enfield,2014,20000.0,35.0,19.8,107300.0,Royal,350.0
2101,Royal Enfield,2019,6700.0,35.0,19.8,170000.0,Royal,350.0
2102,KTM Duke,2019,4900.0,35.0,24.6,120000.0,KTM,200.0
2103,Yamaha FZs,2013,16000.0,45.0,13.0,42000.0,Yamaha,150.0
2104,Royal Enfield,2019,15500.0,35.0,19.8,155000.0,Royal,350.0
2105,Royal Enfield,2018,17000.0,35.0,19.8,130000.0,Royal,350.0
2106,Suzuki Gixxer,2018,10815.0,63.0,14.0,75000.0,Suzuki,150.0
2107,Royal Enfield,2012,25000.0,35.0,19.8,75000.0,Royal,350.0
2108,Bajaj Pulsar,2019,15000.0,65.0,17.0,105000.0,Bajaj,180.0
2109,Royal Enfield‎,2014,21146.0,37.0,19.8,90000.0,Royal,350.0
2110,Royal Enfield,2015,10874.0,37.0,19.8,130000.0,Royal,350.0
2111,Royal Enfield,2010,17926.0,37.0,19.8,180000.0,Royal,350.0
2112,Benelli TNT,2016,25000.0,25.0,28.16,106000.0,Benelli,250.0
2113,Royal Enfield,2019,6200.0,25.0,26.1,175000.0,Royal,500.0
2114,Yamaha YZF-R15,2009,40000.0,42.0,16.0,28000.0,Yamaha,150.0
2115,KTM Duke,2015,36000.0,35.0,25.0,95000.0,KTM,200.0
2116,Bajaj Avenger,2018,20000.0,40.0,19.0,80000.0,Bajaj,220.0
2117,Royal Enfield,2020,134.0,35.0,19.1,220000.0,Royal,350.0
2118,Bajaj Pulsar,2011,29000.0,65.0,15.0,27499.0,Bajaj,180.0
2119,KTM Duke,2015,25000.0,35.0,25.0,103750.0,KTM,200.0
2120,Yamaha YZF-R15,2020,7300.0,40.0,18.7,166000.0,Yamaha,150.0
2121,Hero CD,2016,18000.0,65.0,7.7,29000.0,Hero,100.0
2122,Royal Enfield,2015,12000.0,35.0,19.8,135000.0,Royal,350.0
2123,Royal Enfield,2015,22500.0,35.0,19.8,130000.0,Royal,350.0
2124,Bajaj Pulsar,2011,37000.0,38.0,21.0,27000.0,Bajaj,220.0
2125,Bajaj Pulsar,2011,37000.0,38.0,21.0,21796.0,Bajaj,220.0
2126,Royal Enfield,2013,38000.0,40.0,19.8,100000.0,Royal,350.0
2127,Royal Enfield,2016,49376.0,35.0,19.8,160000.0,Royal,350.0
2128,Yamaha FZ25,2017,47388.0,43.0,20.3,120000.0,Yamaha,250.0
2129,KTM RC,2018,5000.0,35.0,25.1,152700.0,KTM,200.0
2130,TVS Star,2015,13000.0,85.0,8.2,25000.0,TVS,110.0
2131,Hero HF,2016,21511.0,83.0,7.7,34000.0,Hero,100.0
2132,Bajaj Pulsar,2014,25600.0,45.0,17.0,48000.0,Bajaj,180.0
2133,Yamaha YZF-R15,2012,38000.0,42.0,16.7,37575.0,Yamaha,150.0
2134,KTM RC,2016,4500.0,26.0,42.3,160000.0,KTM,390.0
2135,TVS Sport,2016,21023.0,95.0,7.4,26000.0,TVS,100.0
2136,Hero Passion,2016,21000.0,5.0,8.2,38500.0,Hero,100.0
2137,Bajaj V15,2016,19845.0,57.0,11.8,33172.0,Bajaj,150.0
2138,Yamaha RX,1996,25000.0,40.0,11.0,75000.0,Yamaha,100.0
2139,Hero Karizma,2014,19666.0,40.0,17.0,57062.0,Hero,223.0
2140,Yamaha YZF-R15,2015,28000.0,42.0,16.7,54300.0,Yamaha,150.0
2141,Royal Enfield,2015,20000.0,35.0,19.8,97749.0,Royal,350.0
2142,Bajaj Pulsar,2017,45000.0,65.0,17.0,60000.0,Bajaj,180.0
2143,KTM RC,2018,14000.0,26.0,42.3,190000.0,KTM,390.0
2144,Suzuki Gixxer,2016,68000.0,40.0,14.6,51300.0,Suzuki,150.0
2145,Hero Karizma,2011,48000.0,40.0,17.0,320000.0,Hero,223.0
2146,Bajaj Pulsar,2009,35000.0,38.0,21.0,35000.0,Bajaj,220.0
2147,Royal Enfield,2018,28500.0,32.0,24.5,170000.0,Royal,410.0
2148,Royal Enfield,2018,18000.0,35.0,19.8,130000.0,Royal,350.0
2149,Royal Enfield,2016,17500.0,35.0,19.8,125000.0,Royal,350.0
2150,Bajaj Avenger,2011,52000.0,40.0,19.0,53000.0,Bajaj,220.0
2151,Royal Enfield,2010,18000.0,32.0,27.2,95000.0,Royal,500.0
2152,Royal Enfield,2013,45200.0,40.0,19.8,115000.0,Royal,350.0
2153,Hero Super,2021,850.0,75.0,10.72,70000.0,Hero,125.0
2154,Royal Enfield,2015,38500.0,35.0,19.8,108000.0,Royal,350.0
2155,Yamaha SZ-RR,2016,45000.0,55.0,12.0,19425.0,Yamaha,150.0
2156,Bajaj Avenger,2012,45000.0,40.0,19.0,30000.0,Bajaj,220.0
2157,Royal Enfield,2006,49500.0,30.0,19.8,70000.0,Royal,350.0
2158,Bajaj V15,2017,48200.0,57.0,11.8,45000.0,Bajaj,150.0
2159,Suzuki Slingshot,2011,35000.0,59.0,8.5,15000.0,Suzuki,125.0
2160,Bajaj Pulsar,2011,44500.0,65.0,15.0,25000.0,Bajaj,180.0
2161,Yamaha YZF-R15,2017,27000.0,42.0,16.7,56950.0,Yamaha,150.0
2162,Yamaha YZF-R15,2014,12000.0,42.0,16.7,80000.0,Yamaha,150.0
2163,Hero HF,2012,24500.0,83.0,7.7,33000.0,Hero,100.0
2164,Hero Passion,2018,26000.0,5.0,8.2,45000.0,Hero,100.0
2165,Hero Glamour,2017,20000.0,55.0,8.9,38000.0,Hero,125.0
2166,Royal Enfield,2018,8100.0,40.0,19.8,130000.0,Royal,350.0
2167,Royal Enfield,2017,14000.0,35.0,19.8,160000.0,Royal,350.0
2168,Royal Enfield,2016,16000.0,35.0,19.8,135000.0,Royal,350.0
2169,Bajaj Pulsar,2010,58000.0,65.0,15.0,23000.0,Bajaj,180.0
2170,Hero Passion,2013,10000.0,5.0,8.2,35000.0,Hero,100.0
2171,Royal Enfield,2015,18729.0,40.0,19.8,90000.0,Royal,350.0
2172,Royal Enfield,2019,6000.0,35.0,19.8,181562.0,Royal,350.0
2173,Hero Splendor,2018,12000.0,55.0,8.2,41000.0,Hero,100.0
2174,Bajaj Pulsar,2009,48263.0,65.0,15.0,25000.0,Bajaj,180.0
2175,Royal Enfield,2017,30000.0,35.0,19.8,133920.0,Royal,350.0
2176,Honda Dream,2015,24000.0,84.0,8.0,35145.0,Honda,110.0
2177,Hero Passion,2016,42000.0,5.0,8.2,51480.0,Hero,100.0
2178,KTM RC,2016,22900.0,35.0,25.1,100000.0,KTM,200.0
2179,Royal Enfield,2019,4100.0,40.0,19.8,160000.0,Royal,350.0
2180,Yamaha FZs,2018,12000.0,45.0,13.0,63750.0,Yamaha,150.0
2181,Royal Enfield,2018,14000.0,35.0,19.8,160000.0,Royal,350.0
2182,Bajaj Discover,2018,9946.0,65.0,10.9,24958.0,Bajaj,125.0
2183,Royal Enfield‎,2012,30000.0,37.0,19.8,90000.0,Royal,350.0
2184,Royal Enfield,2019,7500.0,35.0,19.8,181562.0,Royal,350.0
2185,Royal Enfield,2019,5000.0,35.0,19.8,181562.0,Royal,350.0
2186,Royal Enfield,2017,44900.0,40.0,19.8,150000.0,Royal,350.0
2187,KTM Duke,2014,20000.0,35.0,25.0,90000.0,KTM,200.0
2188,Yamaha YZF-R15,2018,10000.0,42.0,16.7,140000.0,Yamaha,150.0
2189,Royal Enfield,2019,10000.0,35.0,19.8,175000.0,Royal,350.0
2190,KTM Duke,2017,11000.0,35.0,24.6,140000.0,KTM,200.0
2191,Bajaj V12,2017,33360.0,57.0,12.0,40000.0,Bajaj,125.0
2192,Yamaha Fazer25,2018,10000.0,43.0,20.3,85000.0,Yamaha,250.0
2193,Kawasaki Vulcan,2018,6000.0,16.0,60.0,466875.0,Kawasaki,650.0
